event_id,match_id,player_id,event_type,minute,match_date,home_team,away_team,home_score,away_score
EV00074,M00008,WI001,assist,74,2024-09-03,Fulham,Southampton,4,4
EV00075,M00008,RA001,substitution,1,2024-09-03,Fulham,Southampton,4,4
EV00076,M00008,CA003,assist,34,2024-09-03,Fulham,Southampton,4,4
EV00077,M00009,KA001,goal,38,2024-09-04,Manchester City,Newcastle,2,0
EV00078,M00009,RO001,substitution,51,2024-09-04,Manchester City,Newcastle,2,0
EV00079,M00009,PH001,goal,53,2024-09-04,Manchester City,Newcastle,2,0
EV00080,M00009,ER001,substitution,24,2024-09-04,Manchester City,Newcastle,2,0
EV00081,M00009,ER001,goal,12,2024-09-04,Manchester City,Newcastle,2,0
EV00082,M00009,DI002,yellow_card,45,2024-09-04,Manchester City,Newcastle,2,0
EV00083,M00009,KA001,substitution,16,2024-09-04,Manchester City,Newcastle,2,0
EV00084,M00009,RO001,substitution,38,2024-09-04,Manchester City,Newcastle,2,0
EV00085,M00010,JU002,assist,42,2024-12-21,Wolverhampton,Fulham,4,3
EV00086,M00010,SE001,red_card,63,2024-12-21,Wolverhampton,Fulham,4,3
EV00087,M00010,GO001,assist,1,2024-12-21,Wolverhampton,Fulham,4,3
EV00088,M00010,WI001,assist,36,2024-12-21,Wolverhampton,Fulham,4,3
EV00089,M00010,SE001,goal,2,2024-12-21,Wolverhampton,Fulham,4,3
EV00090,M00010,JO013,yellow_card,62,2024-12-21,Wolverhampton,Fulham,4,3
EV00091,M00010,RE002,yellow_card,46,2024-12-21,Wolverhampton,Fulham,4,3
EV00092,M00010,MA008,red_card,69,2024-12-21,Wolverhampton,Fulham,4,3
EV00093,M00010,LA001,red_card,54,2024-12-21,Wolverhampton,Fulham,4,3
EV00094,M00010,SA001,red_card,14,2024-12-21,Wolverhampton,Fulham,4,3
EV00095,M00011,JA006,red_card,54,2025-01-20,Brighton,Crystal Palace,2,2
EV00096,M00011,JA006,substitution,74,2025-01-20,Brighton,Crystal Palace,2,2
EV00097,M00011,MO005,substitution,58,2025-01-20,Brighton,Crystal Palace,2,2
EV00098,M00011,WE001,assist,19,2025-01-20,Brighton,Crystal Palace,2,2
EV00099,M00011,JA006,substitution,71,2025-01-20,Brighton,Crystal Palace,2,2
EV00100,M00011,DA006,assist,21,2025-01-20,Brighton,Crystal Palace,2,2
EV00101,M00011,MI005,assist,23,2025-01-20,Brighton,Crystal Palace,2,2
EV00102,M00011,JO010,goal,38,2025-01-20,Brighton,Crystal Palace,2,2
EV00103,M00011,JA006,goal,22,2025-01-20,Brighton,Crystal Palace,2,2
EV00104,M00012,RI001,substitution,13,2025-04-22,Tottenham,Crystal Palace,1,0
EV00105,M00012,YO001,red_card,88,2025-04-22,Tottenham,Crystal Palace,1,0
EV00106,M00012,VI002,assist,55,2025-04-22,Tottenham,Crystal Palace,1,0
EV00107,M00012,MA004,goal,9,2025-04-22,Tottenham,Crystal Palace,1,0
EV00108,M00012,BR002,red_card,38,2025-04-22,Tottenham,Crystal Palace,1,0
EV00109,M00012,YO001,red_card,9,2025-04-22,Tottenham,Crystal Palace,1,0
EV00110,M00012,YO001,goal,40,2025-04-22,Tottenham,Crystal Palace,1,0
EV00111,M00012,MI005,yellow_card,15,2025-04-22,Tottenham,Crystal Palace,1,0
EV00112,M00012,RI001,substitution,80,2025-04-22,Tottenham,Crystal Palace,1,0
EV00113,M00012,ED002,assist,78,2025-04-22,Tottenham,Crystal Palace,1,0
EV00114,M00012,MA004,substitution,12,2025-04-22,Tottenham,Crystal Palace,1,0
EV00115,M00013,HE001,yellow_card,63,2024-11-08,Fulham,Brighton,4,1
EV00116,M00013,WI001,yellow_card,80,2024-11-08,Fulham,Brighton,4,1
EV00117,M00013,MA008,substitution,57,2024-11-08,Fulham,Brighton,4,1
EV00118,M00013,WI001,goal,22,2024-11-08,Fulham,Brighton,4,1
EV00119,M00013,WI001,assist,73,2024-11-08,Fulham,Brighton,4,1
EV00120,M00013,RE002,substitution,66,2024-11-08,Fulham,Brighton,4,1
EV00121,M00013,MA008,substitution,20,2024-11-08,Fulham,Brighton,4,1
EV00122,M00013,BE003,goal,43,2024-11-08,Fulham,Brighton,4,1
EV00123,M00013,WE001,yellow_card,66,2024-11-08,Fulham,Brighton,4,1
EV00124,M00014,TR001,red_card,9,2024-12-27,Wolverhampton,Liverpool,1,3
EV00125,M00014,VI001,assist,51,2024-12-27,Wolverhampton,Liverpool,1,3
EV00126,M00014,AL001,yellow_card,90,2024-12-27,Wolverhampton,Liverpool,1,3
EV00127,M00014,JO012,substitution,11,2024-12-27,Wolverhampton,Liverpool,1,3
EV00128,M00014,JO012,yellow_card,16,2024-12-27,Wolverhampton,Liverpool,1,3
EV00129,M00014,JU002,substitution,44,2024-12-27,Wolverhampton,Liverpool,1,3
EV00130,M00014,JO013,substitution,85,2024-12-27,Wolverhampton,Liverpool,1,3
EV00131,M00014,LU001,goal,16,2024-12-27,Wolverhampton,Liverpool,1,3
EV00132,M00015,KI001,yellow_card,73,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00133,M00015,TR002,yellow_card,49,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00134,M00015,AL005,yellow_card,31,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00135,M00015,NE002,red_card,87,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00136,M00015,JO013,substitution,75,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00137,M00015,RA003,substitution,14,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00138,M00015,RA003,substitution,71,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00139,M00015,RA003,substitution,20,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00140,M00015,AL005,red_card,62,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00141,M00015,TR003,substitution,90,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00142,M00015,SA001,yellow_card,14,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00143,M00015,LE002,red_card,6,2024-10-15,Wolverhampton,Ipswich Town,3,1
EV00144,M00016,JA007,yellow_card,68,2024-11-06,Newcastle,West Ham,0,1
EV00145,M00016,LU002,goal,1,2024-11-06,Newcastle,West Ham,0,1
EV00146,M00016,AL003,assist,64,2024-11-06,Newcastle,West Ham,0,1
EV00147,M00016,AN004,yellow_card,41,2024-11-06,Newcastle,West Ham,0,1
EV00148,M00016,JA007,yellow_card,22,2024-11-06,Newcastle,West Ham,0,1
EV00149,M00016,AL003,yellow_card,33,2024-11-06,Newcastle,West Ham,0,1
EV00150,M00016,JO015,goal,36,2024-11-06,Newcastle,West Ham,0,1
EV00151,M00016,BR005,yellow_card,41,2024-11-06,Newcastle,West Ham,0,1
EV00152,M00016,JO014,yellow_card,77,2024-11-06,Newcastle,West Ham,0,1
EV00153,M00016,JO015,substitution,70,2024-11-06,Newcastle,West Ham,0,1
EV00154,M00016,MI006,goal,68,2024-11-06,Newcastle,West Ham,0,1
EV00155,M00016,AL003,yellow_card,41,2024-11-06,Newcastle,West Ham,0,1
EV00156,M00017,AL006,red_card,37,2025-01-27,Newcastle,Tottenham,2,0
EV00157,M00017,DI002,assist,9,2025-01-27,Newcastle,Tottenham,2,0
EV00158,M00017,BR005,yellow_card,77,2025-01-27,Newcastle,Tottenham,2,0
EV00159,M00017,CR001,yellow_card,14,2025-01-27,Newcastle,Tottenham,2,0
EV00160,M00017,TI001,red_card,68,2025-01-27,Newcastle,Tottenham,2,0
EV00161,M00017,MI006,assist,2,2025-01-27,Newcastle,Tottenham,2,0
EV00162,M00017,MA004,red_card,22,2025-01-27,Newcastle,Tottenham,2,0
EV00163,M00017,AN004,goal,29,2025-01-27,Newcastle,Tottenham,2,0
EV00164,M00017,VI002,goal,61,2025-01-27,Newcastle,Tottenham,2,0
EV00165,M00017,MI006,goal,54,2025-01-27,Newcastle,Tottenham,2,0
EV00166,M00017,AL006,yellow_card,73,2025-01-27,Newcastle,Tottenham,2,0
EV00167,M00018,JA005,red_card,75,2024-12-02,Brighton,Everton,0,0
EV00168,M00018,SI001,goal,89,2024-12-02,Brighton,Everton,0,0
EV00169,M00018,SI001,substitution,44,2024-12-02,Brighton,Everton,0,0
EV00170,M00018,JO006,yellow_card,75,2024-12-02,Brighton,Everton,0,0
EV00171,M00018,AL004,red_card,48,2024-12-02,Brighton,Everton,0,0
EV00172,M00018,MO005,substitution,36,2024-12-02,Brighton,Everton,0,0
EV00173,M00018,JA005,substitution,9,2024-12-02,Brighton,Everton,0,0
EV00174,M00018,NI002,goal,8,2024-12-02,Brighton,Everton,0,0
EV00175,M00018,AL004,red_card,5,2024-12-02,Brighton,Everton,0,0
EV00176,M00018,SI001,red_card,33,2024-12-02,Brighton,Everton,0,0
EV00177,M00018,JA006,substitution,29,2024-12-02,Brighton,Everton,0,0
EV00178,M00018,DA004,yellow_card,18,2024-12-02,Brighton,Everton,0,0
EV00179,M00019,KC001,red_card,68,2025-01-24,West Ham,Manchester City,0,1
EV00180,M00019,ER001,yellow_card,89,2025-01-24,West Ham,Manchester City,0,1
EV00181,M00019,RO001,assist,2,2025-01-24,West Ham,Manchester City,0,1
EV00182,M00019,PH001,red_card,25,2025-01-24,West Ham,Manchester City,0,1
EV00183,M00019,KU001,yellow_card,72,2025-01-24,West Ham,Manchester City,0,1
EV00184,M00019,DA003,yellow_card,78,2025-01-24,West Ham,Manchester City,0,1
EV00185,M00019,EM003,assist,82,2025-01-24,West Ham,Manchester City,0,1
EV00186,M00019,AL003,substitution,56,2025-01-24,West Ham,Manchester City,0,1
EV00187,M00019,PA004,substitution,17,2025-01-24,West Ham,Manchester City,0,1
EV00188,M00020,PE001,goal,21,2025-04-13,Southampton,Brighton,0,0
EV00189,M00020,JA005,red_card,76,2025-04-13,Southampton,Brighton,0,0
EV00190,M00020,GA002,red_card,4,2025-04-13,Southampton,Brighton,0,0
EV00191,M00020,HA002,substitution,77,2025-04-13,Southampton,Brighton,0,0
EV00192,M00020,KA003,assist,69,2025-04-13,Southampton,Brighton,0,0
EV00193,M00020,WE001,assist,86,2025-04-13,Southampton,Brighton,0,0
EV00194,M00020,YU001,substitution,74,2025-04-13,Southampton,Brighton,0,0
EV00195,M00020,TA003,yellow_card,58,2025-04-13,Southampton,Brighton,0,0
EV00196,M00020,JO008,yellow_card,59,2025-04-13,Southampton,Brighton,0,0
EV00197,M00020,WE001,yellow_card,62,2025-04-13,Southampton,Brighton,0,0
EV00198,M00021,NE002,substitution,47,2025-04-21,Ipswich Town,Arsenal,4,1
EV00199,M00021,TR002,assist,40,2025-04-21,Ipswich Town,Arsenal,4,1
EV00200,M00021,Wal001,substitution,4,2025-04-21,Ipswich Town,Arsenal,4,1
EV00201,M00021,TR002,goal,58,2025-04-21,Ipswich Town,Arsenal,4,1
EV00202,M00021,BU001,assist,4,2025-04-21,Ipswich Town,Arsenal,4,1
EV00203,M00021,OL002,yellow_card,90,2025-04-21,Ipswich Town,Arsenal,4,1
EV00204,M00021,KI001,substitution,79,2025-04-21,Ipswich Town,Arsenal,4,1
EV00205,M00021,TA001,goal,19,2025-04-21,Ipswich Town,Arsenal,4,1
EV00206,M00022,LE002,substitution,55,2024-10-11,Ipswich Town,West Ham,1,1
EV00207,M00022,CA004,yellow_card,30,2024-10-11,Ipswich Town,West Ham,1,1
EV00208,M00022,JA010,substitution,89,2024-10-11,Ipswich Town,West Ham,1,1
EV00209,M00022,CA004,substitution,54,2024-10-11,Ipswich Town,West Ham,1,1
EV00210,M00022,KU001,yellow_card,63,2024-10-11,Ipswich Town,West Ham,1,1
EV00211,M00022,MU002,goal,57,2024-10-11,Ipswich Town,West Ham,1,1
EV00212,M00022,CA004,substitution,8,2024-10-11,Ipswich Town,West Ham,1,1
EV00213,M00022,AL003,goal,82,2024-10-11,Ipswich Town,West Ham,1,1
EV00214,M00022,KU001,red_card,32,2024-10-11,Ipswich Town,West Ham,1,1
EV00215,M00022,Wal001,yellow_card,66,2024-10-11,Ipswich Town,West Ham,1,1
EV00216,M00022,NE002,assist,67,2024-10-11,Ipswich Town,West Ham,1,1
EV00217,M00022,KU001,red_card,7,2024-10-11,Ipswich Town,West Ham,1,1
EV00218,M00023,TA002,red_card,72,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00219,M00023,DW001,red_card,58,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00220,M00023,MA007,red_card,41,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00221,M00023,NE001,substitution,14,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00222,M00023,AW001,assist,62,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00223,M00023,JO005,substitution,47,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00224,M00023,CR002,goal,18,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00225,M00023,NE001,goal,20,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00226,M00023,DO002,goal,45,2025-03-30,Nottingham Forest,Bournemouth,0,4
EV00227,M00024,RO003,goal,70,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00228,M00024,JO004,assist,36,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00229,M00024,LE001,assist,44,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00230,M00024,JU002,goal,57,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00231,M00024,KO001,yellow_card,89,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00232,M00024,EM002,yellow_card,5,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00233,M00024,PO001,assist,22,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00234,M00024,JO012,red_card,44,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00235,M00024,RO003,yellow_card,90,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00236,M00024,OL001,goal,67,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00237,M00024,DI001,assist,45,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00238,M00024,JU002,assist,58,2025-02-16,Wolverhampton,Aston Villa,3,4
EV00239,M00025,RO005,red_card,28,2024-12-17,Newcastle,Luton Town,1,0
EV00240,M00025,DI002,red_card,52,2024-12-17,Newcastle,Luton Town,1,0
EV00241,M00025,TI001,substitution,76,2024-12-17,Newcastle,Luton Town,1,0
EV00242,M00025,JO014,substitution,30,2024-12-17,Newcastle,Luton Town,1,0
EV00243,M00025,DI002,substitution,50,2024-12-17,Newcastle,Luton Town,1,0
EV00244,M00025,RY002,red_card,67,2024-12-17,Newcastle,Luton Town,1,0
EV00245,M00025,CA006,yellow_card,43,2024-12-17,Newcastle,Luton Town,1,0
EV00246,M00025,DI002,goal,29,2024-12-17,Newcastle,Luton Town,1,0
EV00247,M00025,TI001,red_card,31,2024-12-17,Newcastle,Luton Town,1,0
EV00248,M00025,VI004,goal,24,2024-12-17,Newcastle,Luton Town,1,0
EV00249,M00026,EM002,assist,50,2024-09-27,Aston Villa,Luton Town,2,3
EV00250,M00026,JO004,assist,42,2024-09-27,Aston Villa,Luton Town,2,3
EV00251,M00026,VI004,red_card,39,2024-09-27,Aston Villa,Luton Town,2,3
EV00252,M00026,PA002,yellow_card,75,2024-09-27,Aston Villa,Luton Town,2,3
EV00253,M00026,EM002,yellow_card,73,2024-09-27,Aston Villa,Luton Town,2,3
EV00254,M00026,RO003,yellow_card,36,2024-09-27,Aston Villa,Luton Town,2,3
EV00255,M00026,RO003,substitution,7,2024-09-27,Aston Villa,Luton Town,2,3
EV00256,M00026,EM002,substitution,77,2024-09-27,Aston Villa,Luton Town,2,3
EV00257,M00026,PA002,red_card,45,2024-09-27,Aston Villa,Luton Town,2,3
EV00258,M00026,OL001,red_card,18,2024-09-27,Aston Villa,Luton Town,2,3
EV00259,M00026,OL001,goal,50,2024-09-27,Aston Villa,Luton Town,2,3
EV00260,M00026,LE001,assist,87,2024-09-27,Aston Villa,Luton Town,2,3
EV00261,M00027,GA002,yellow_card,16,2025-02-14,Southampton,Crystal Palace,2,2
EV00262,M00027,KA003,yellow_card,89,2025-02-14,Southampton,Crystal Palace,2,2
EV00263,M00027,JE001,goal,81,2025-02-14,Southampton,Crystal Palace,2,2
EV00264,M00027,JE001,yellow_card,21,2025-02-14,Southampton,Crystal Palace,2,2
EV00265,M00027,JE001,assist,5,2025-02-14,Southampton,Crystal Palace,2,2
EV00266,M00027,GA002,red_card,90,2025-02-14,Southampton,Crystal Palace,2,2
EV00267,M00027,JE001,goal,53,2025-02-14,Southampton,Crystal Palace,2,2
EV00268,M00027,CA003,red_card,59,2025-02-14,Southampton,Crystal Palace,2,2
EV00269,M00027,MA009,assist,71,2025-02-14,Southampton,Crystal Palace,2,2
EV00270,M00028,PA003,red_card,87,2024-12-21,Liverpool,Brighton,0,3
EV00271,M00028,MO005,yellow_card,33,2024-12-21,Liverpool,Brighton,0,3
EV00272,M00028,LU001,substitution,67,2024-12-21,Liverpool,Brighton,0,3
EV00273,M00028,DO001,assist,41,2024-12-21,Liverpool,Brighton,0,3
EV00274,M00028,SI001,yellow_card,87,2024-12-21,Liverpool,Brighton,0,3
EV00275,M00028,JO002,assist,78,2024-12-21,Liverpool,Brighton,0,3
EV00276,M00028,CU001,red_card,64,2024-12-21,Liverpool,Brighton,0,3
EV00277,M00028,LU001,goal,8,2024-12-21,Liverpool,Brighton,0,3
EV00278,M00028,RY001,substitution,10,2024-12-21,Liverpool,Brighton,0,3
EV00279,M00029,EM003,red_card,63,2025-05-11,Southampton,West Ham,2,0
EV00280,M00029,MI002,goal,85,2025-05-11,Southampton,West Ham,2,0
EV00281,M00029,HA002,red_card,37,2025-05-11,Southampton,West Ham,2,0
EV00282,M00029,CA003,yellow_card,82,2025-05-11,Southampton,West Ham,2,0
EV00283,M00029,AL003,yellow_card,70,2025-05-11,Southampton,West Ham,2,0
EV00284,M00029,KU001,red_card,73,2025-05-11,Southampton,West Ham,2,0
EV00285,M00029,HA002,goal,60,2025-05-11,Southampton,West Ham,2,0
EV00286,M00029,KA003,goal,58,2025-05-11,Southampton,West Ham,2,0
EV00287,M00029,HA002,yellow_card,54,2025-05-11,Southampton,West Ham,2,0
EV00288,M00029,JA009,assist,87,2025-05-11,Southampton,West Ham,2,0
EV00289,M00029,EM003,assist,30,2025-05-11,Southampton,West Ham,2,0
EV00290,M00030,MA008,substitution,17,2024-08-21,Fulham,Wolverhampton,0,2
EV00291,M00030,JU002,yellow_card,49,2024-08-21,Fulham,Wolverhampton,0,2
EV00292,M00030,TR003,red_card,49,2024-08-21,Fulham,Wolverhampton,0,2
EV00293,M00030,JO013,yellow_card,77,2024-08-21,Fulham,Wolverhampton,0,2
EV00294,M00030,MA008,assist,54,2024-08-21,Fulham,Wolverhampton,0,2
EV00295,M00030,RA001,substitution,19,2024-08-21,Fulham,Wolverhampton,0,2
EV00296,M00030,RA003,yellow_card,34,2024-08-21,Fulham,Wolverhampton,0,2
EV00297,M00030,JU002,red_card,17,2024-08-21,Fulham,Wolverhampton,0,2
EV00298,M00030,SA001,yellow_card,66,2024-08-21,Fulham,Wolverhampton,0,2
EV00299,M00030,HE001,substitution,3,2024-08-21,Fulham,Wolverhampton,0,2
EV00300,M00031,KA003,substitution,55,2025-01-12,Southampton,Manchester City,4,0
EV00301,M00031,YU001,red_card,34,2025-01-12,Southampton,Manchester City,4,0
EV00302,M00031,CA003,yellow_card,7,2025-01-12,Southampton,Manchester City,4,0
EV00303,M00031,JA009,substitution,42,2025-01-12,Southampton,Manchester City,4,0
EV00304,M00031,KA001,goal,39,2025-01-12,Southampton,Manchester City,4,0
EV00305,M00031,PE003,goal,48,2025-01-12,Southampton,Manchester City,4,0
EV00306,M00031,PE003,red_card,85,2025-01-12,Southampton,Manchester City,4,0
EV00307,M00031,HA002,yellow_card,54,2025-01-12,Southampton,Manchester City,4,0
EV00308,M00031,HA002,red_card,71,2025-01-12,Southampton,Manchester City,4,0
EV00309,M00031,RI003,red_card,16,2025-01-12,Southampton,Manchester City,4,0
EV00310,M00031,KA003,assist,58,2025-01-12,Southampton,Manchester City,4,0
EV00311,M00032,MA005,goal,47,2024-12-19,Bournemouth,Chelsea,0,2
EV00312,M00032,BE002,assist,26,2024-12-19,Bournemouth,Chelsea,0,2
EV00313,M00032,RO002,red_card,4,2024-12-19,Bournemouth,Chelsea,0,2
EV00314,M00032,DW001,goal,16,2024-12-19,Bournemouth,Chelsea,0,2
EV00315,M00032,JA003,yellow_card,51,2024-12-19,Bournemouth,Chelsea,0,2
EV00316,M00032,TA002,assist,63,2024-12-19,Bournemouth,Chelsea,0,2
EV00317,M00032,MO003,goal,5,2024-12-19,Bournemouth,Chelsea,0,2
EV00318,M00032,NI001,yellow_card,10,2024-12-19,Bournemouth,Chelsea,0,2
EV00319,M00032,DW001,goal,66,2024-12-19,Bournemouth,Chelsea,0,2
EV00320,M00032,RO002,yellow_card,79,2024-12-19,Bournemouth,Chelsea,0,2
EV00321,M00032,TA002,assist,8,2024-12-19,Bournemouth,Chelsea,0,2
EV00322,M00032,EN001,yellow_card,52,2024-12-19,Bournemouth,Chelsea,0,2
EV00323,M00033,MI006,yellow_card,36,2024-10-31,West Ham,Newcastle,1,0
EV00324,M00033,SA002,goal,45,2024-10-31,West Ham,Newcastle,1,0
EV00325,M00033,JA007,red_card,47,2024-10-31,West Ham,Newcastle,1,0
EV00326,M00033,MI002,goal,58,2024-10-31,West Ham,Newcastle,1,0
EV00327,M00033,DA003,assist,76,2024-10-31,West Ham,Newcastle,1,0
